time_sec,bess_connected,lvrt_active,perturbation_active,bus_voltage_kv,bus_frequency_hz,turbine1_power_mw,turbine2_power_mw,turbine1_current_a,turbine2_current_a,turbine1_torque_nm,turbine2_torque_nm,bess_power_mw,bess_voltage_kv,bess_soc_percent,load_power_mw,load_current_a
0.1,1,0,0,13.777488365215483,59.976085505683876,25.008307357896243,25.0883053417596,1047.9815044890058,1051.3338468241113,495073.29590695654,502517.3951766556,2.090906694377213,0.7905617299060603,84.985,50.17212549617912,2102.4797403689663
0.11,1,0,0,13.789287373024635,59.981161314571395,25.19236648355616,25.308102158004296,1054.7912431833304,1059.6370354994867,492455.090971921,498122.72500534425,2.0726006188133086,0.7838005538718219,84.9835,51.04139151469013,2137.076437210805
0.12,1,0,0,13.801978426757552,59.956428316092754,24.135901776186135,25.491138061458724,1009.6283994039759,1066.3192599403733,488608.07244106097,498477.4042695891,1.9000952063793042,0.801869990089906,84.982,51.304597318331076,2146.1215310247726
0.13,1,0,0,13.800965125139488,59.992589533847145,24.292984952520516,24.77446145242428,1016.2739543634264,1036.4160664771332,508949.16506707645,505469.52208747406,1.795864268655063,0.8095407636330579,84.9805,50.0504164246686,2093.811638085943
0.14,1,0,0,13.824805605538568,60.01473511915234,25.02108401953357,25.32234944016723,1044.9282258483654,1057.509644832708,497503.82416008133,501175.0615988504,2.104212517487788,0.7933511667187856,84.979,50.55146986583603,2111.1258680757924
0.15,1,0,0,13.825902266116936,60.02982553727213,25.767415718828325,25.570241736355765,1076.0111069239279,1067.7773982178635,502678.7513200054,494807.0693456748,2.0452231809432613,0.800363863612207,84.9775,50.4234012553939,2105.610449713847
0.16,1,0,0,13.80011331168831,60.003809637381664,25.601569336870682,24.810516656309048,1071.0834479743003,1037.9884676831887,501009.07469532546,506544.3785624786,1.7813580911526006,0.8121703820815317,84.976,50.538880905789455,2114.376587820224
0.17,1,0,0,13.795446068472783,60.027464577270855,24.68751523334457,24.99411953987286,1033.1919312249092,1046.0235626219796,504612.292947372,496178.9228450889,2.1249550224533293,0.8111805989848707,84.9745,50.50434644858399,2113.6466245896527
0.18,1,0,0,13.810334928645753,60.00767654047552,25.723366913989413,24.635093784140455,1075.3825225085714,1029.8865379639196,499564.9745034894,494250.7544044238,2.1914072979215398,0.7941822581833216,84.973,49.773339523341974,2080.807679230272
0.19,1,0,0,13.821264026401032,60.00214898841002,24.878708436732776,24.791997666636494,1039.248579985206,1035.6264448200648,493129.0239311034,495384.3923811106,2.157893373019915,0.8027134312730662,84.9715,51.06770609722988,2133.23136044669
0.2,1,0,0,13.811048736199552,59.98777418246829,24.855912391431655,24.845170370324865,1039.064301650979,1038.615247499038,494694.32094131113,501411.83673560695,2.1928942454507,0.7906428357509303,84.97,50.80558077162943,2123.8514391708036
0.21,1,0,0,13.791369083932187,59.95229679913968,25.031372033842636,24.532265878786554,1047.8922936492256,1026.9981335972295,498340.0232000668,504957.4351632268,1.8498783431949624,0.7855003837926045,84.9685,50.4520167745029,2112.080772303838
0.22,1,0,0,13.787754922765854,60.024463789744395,25.39754934563809,24.946343179409112,1063.5003329838319,1044.6064664340151,492206.7482715254,501406.6001423143,2.170359782086755,0.8135822357881548,84.967,50.29846672193375,2106.204633343485
0.23,1,0,0,13.777787925630687,59.998935500499165,24.655261637262143,25.12517521742154,1033.1645413653985,1052.8559993458325,495969.79870301206,497457.1499656109,1.9684318542156432,0.7786679587679685,84.9655,50.11872151760694,2100.1961647123912
0.24,1,0,0,13.803869736951906,60.02776593049601,24.80798574361253,25.220985521581337,1037.6001454712218,1054.8739634316482,493963.8255075095,495918.30887626234,2.4089642518917636,0.8019099230933601,84.964,50.11663706623468,2096.140752734936
0.25,1,0,0,13.812462401966394,59.981007337622884,24.398493010076056,24.618341171155805,1019.8381792650679,1029.0276627392213,498221.1052743115,503720.142040436,2.1788255184382446,0.7962970564864592,84.9625,50.43897927380969,2108.3104093907405
0.26,1,0,0,13.81469690386259,60.04857640420145,25.202138083009906,24.723463858493425,1053.259532774228,1033.2545558788281,497360.09005662275,499376.7066782575,2.0858799599502196,0.8054876012789144,84.961,50.18012642891901,2097.151294981029
0.27,1,0,0,13.8230352073951,59.995024254906674,25.50840004316099,25.467189015486387,1065.4159097878014,1063.6946381882915,500347.0260751958,501454.6391438889,2.3432517104744246,0.7931500298839207,84.9595,50.272448738425304,2099.742305251723
0.28,1,0,0,13.82960619201324,59.986156220125146,25.55094679249561,24.749270838937754,1066.685905865961,1033.2180094440964,503950.53028685466,498976.84047958726,1.8987408725506625,0.8114161668366836,84.958,50.11906661656022,2092.3413292357423
0.29,1,0,0,13.772500687046454,59.995709559072424,24.266892159589577,25.362278083589022,1017.2805243649073,1063.1996622512042,499085.8296466161,501796.1108407515,2.110137179088059,0.7977777654570974,84.9565,49.83361315067966,2089.0505378080825
0.3,1,0,0,13.808095248668627,60.00340912844965,24.82321705841883,24.648433112258928,1037.919480763466,1030.611336044869,492399.95896958327,501863.24780765886,2.4471165025586443,0.8145144339647183,84.955,50.987198442939786,2131.8996006414795
0.31,1,0,0,13.808785189787613,59.99860195987848,25.638649161060204,25.204413211452376,1071.9611313632254,1053.8055703234822,489662.8219176103,512031.3816883873,2.162637765401709,0.8021885611997722,84.9535,50.13716032279574,2096.252683413258
0.32,1,0,0,13.79852107183164,59.989693391817475,25.11340536871786,25.37349662000257,1050.7815492992393,1061.6641470183265,500827.6643535553,502028.51450312743,2.0302886421880197,0.7895018242585766,84.952,49.852302856331484,2085.893142025338
0.33,1,0,0,13.783433108601114,59.96393114887735,24.98703989109164,23.64514437336295,1046.6386780207479,990.4303493496014,496852.57724686747,498243.12751069816,1.9460370598784067,0.805425645279048,84.9505,50.08539790247811,2097.9401672737563
0.34,1,0,0,13.828892596694736,59.983913448417525,25.057608256858575,25.48657514334334,1046.1442788125546,1064.0534603072904,498899.14309160743,500564.0135212663,1.8063453740796855,0.8041759212733801,84.949,49.5633088389769,2069.246651532407
0.35000000000000003,1,0,0,13.788227989779053,60.021488713389516,25.24940316794877,25.630709464326245,1057.2605650776025,1073.2268874375477,501775.66240859736,495379.7887291317,1.942088981023953,0.7989298937851513,84.9475,50.490559918191835,2114.175830419389
0.36,1,0,0,13.756148622811342,59.982405545990545,25.063517065197914,24.76610187064959,1051.9243954979513,1039.441777917852,507692.5304733822,495684.5120485392,1.8362340800988826,0.7925164134794417,84.946,49.910100009111105,2094.743991625499
0.37,1,0,0,13.800401445702205,59.96566102725805,24.71303429505643,25.1735964539486,1033.8885472919867,1053.1565147827266,491258.1090252957,506244.0207216483,1.9539582188354139,0.8086063663638716,84.9445,49.90059733904791,2087.6293649700056
0.38,1,0,0,13.795242726662286,59.97889000504463,25.431911509242745,24.5718205472968,1064.3611893460738,1028.3651754849097,494989.42136553756,501572.51096751797,1.9779618238339647,0.7903477841546532,84.943,49.830683337735856,2085.4840330820007
0.39,1,0,0,13.83715394545627,59.99822707424322,24.465865347335,25.249048140288668,1020.8294277797909,1053.5074479939813,499169.9812970242,505191.1953092217,2.1977498096260764,0.7913998347301765,84.9415,49.4081879398649,2061.53886266617
0.4,1,0,0,13.809793879083875,59.984815576655365,25.678804746628234,26.248267424879295,1073.5616304446369,1097.3693305059433,494192.5768662328,491768.9647461078,1.9182769016792534,0.8052747269573112,84.94,51.01111228625075,2132.6371463614387
0.41000000000000003,1,0,0,13.793894745063376,59.99440325842582,24.540962649629282,23.89057187542436,1027.174097946977,999.951671249829,492621.0816266247,495188.7184310277,1.8806738502863094,0.797891808430725,84.9385,50.14023158756209,2098.644127661578
0.42,1,0,0,13.796062898192138,59.984030935907086,25.266812540209145,24.74251180578421,1057.388700624522,1035.4472835412307,506590.68142827926,501533.9352125541,2.1774469747314145,0.7803523202125757,84.937,50.954245795024804,2132.3799219534567
0.43,1,0,0,13.795831929843246,60.020194877927906,24.910067672785246,25.390826331025657,1042.4767675882936,1062.5963328426303,494805.5199078442,495923.5068458277,2.139339225952881,0.790381119757198,84.9355,49.922357009218224,2089.2314725510173
0.44,1,0,0,13.844342667491269,60.009816990215974,24.842142019298407,25.711122566445745,1035.9912150807716,1072.2302886768152,492972.0883780072,492398.150145695,1.951310244234795,0.8040584755950348,84.934,50.455494041813175,2104.1441812574785
0.45,1,0,0,13.813509677362758,60.04435919133057,25.70325951449331,24.33326286875435,1074.2949580773522,1017.0344970735501,494112.4082399353,494458.6018631933,2.120180522095632,0.7973024965046703,84.9325,50.483512080030444,2110.0118630103216
0.46,1,0,0,13.77185679655452,59.99236557406794,25.320468991334348,24.629920569503952,1061.4966307093628,1032.5471344197995,505735.8733606752,498700.08519700024,1.947593936484322,0.7989890177211795,84.931,50.210062686804605,2104.92990426005
0.47000000000000003,1,0,0,13.795111201037981,59.994302416495216,24.961667815025265,24.700984535922146,1044.6907909914119,1033.780725884282,496576.2308689082,502118.6490830073,1.9573630076321318,0.8026204431513471,84.9295,49.82361708744716,2085.2081812340916
0.48,1,0,0,13.799527351039991,60.02367004047084,25.87172944171292,24.67264585281218,1082.4319976762392,1032.2642480699074,493077.05721754004,508580.93248614925,2.310773781071432,0.8045630057091163,84.928,49.17979586170653,2057.6044133357377
0.49,1,0,0,13.777848635930715,60.007820167703926,25.4497453137904,24.901783422544128,1066.4522231290825,1043.4902967952678,496039.96619215654,494977.8120706868,1.9724341960230796,0.8011611071472896,84.9265,51.1151806299227,2141.9427717764793
0.5,1,0,0,13.76434089085506,59.98116986639595,24.532661532125275,24.221054682916407,1029.0313827464806,1015.9609204774445,500146.74570306746,495383.10597730265,1.918831556296646,0.7667200463984377,84.925,49.572241542987506,2079.3256448764864
0.51,1,0,0,13.811911267635738,60.01112842637647,23.891404235858214,24.894315684403132,998.6821084792598,1040.604705835323,504329.3846776429,492615.8398681832,2.0035760530019298,0.7994477712786796,84.9235,51.37843348084236,2147.6645647306755
0.52,1,0,0,13.783907340085243,60.00793057794626,25.024276879698217,24.50277218215802,1048.1623705314423,1026.3187183593998,504213.76261259546,503040.4929941684,1.6069292713607894,0.79483659618638,84.922,49.70659728389673,2082.001613497543
0.53,1,0,0,13.8249754323712,59.96412408223748,25.73699437590972,25.010817897795416,1074.8128055454174,1044.4866623150451,495839.68287923146,500352.5773825641,1.9664097453141758,0.8003063140844849,84.9205,50.84645657409719,2123.4189915199418
0.54,1,0,0,13.800163888652158,59.98697378600174,25.305622232229535,24.64773191123072,1058.6981376215858,1031.1743229052802,497342.5979699183,495174.05325510853,2.050946688218055,0.810676930036979,84.919,50.359746656250515,2106.874492426577
0.55,1,0,0,13.790514623594767,60.00380640380119,25.769798207808698,24.898297988729023,1078.8719883437095,1042.385976050623,510617.5222723437,495948.9882396208,2.3962772408749062,0.789275382938864,84.9175,50.34765808499849,2107.842581792203
0.56,1,0,0,13.751665326997088,60.02892559414488,24.61328076256196,24.394218503800893,1033.3646097398218,1024.167494259074,505503.79953287396,499905.73343643453,2.0184759428927257,0.8007026387337379,84.916,49.57732747256095,2081.455785997937
0.5700000000000001,1,0,0,13.82444635699256,60.01395996888587,24.98567479666513,25.520637185756073,1043.4765846838045,1065.8182156881996,498475.37777368375,499397.487747037,2.0875833209424006,0.8047704356553154,84.9145,49.95187322120323,2086.139777756835
0.58,1,0,0,13.805870536652908,59.98871910771736,24.96416422674172,24.847836724312156,1043.9810295293164,1039.1163080571312,488460.4276182565,494737.7883416892,2.06928631127316,0.7969047038142547,84.913,49.89166690463772,2086.4289029248857
0.59,1,0,0,13.791036105623654,59.98583596190982,25.104371675067735,24.990674937447874,1050.9736638660863,1046.2138444030627,497803.29034251475,500983.37252740894,2.4537205421034027,0.7869092527534258,84.9115,50.10490655514723,2097.600286575939
0.6,1,0,0,13.782194172248397,60.015954664878194,25.351464456845388,24.894833351141955,1061.9988838920212,1042.8701378808028,493560.44479529955,493312.2568437978,2.200540154879588,0.7879610377221766,84.91,49.89311843270955,2090.0739750015746
0.61,1,0,0,13.831981824180625,59.951473472076685,25.874122921081025,25.06155419660544,1079.9921532152907,1046.075337984163,495338.96454739233,499897.436677454,1.7098003642920185,0.7996545107240977,84.9085,49.9125178847169,2083.360577173139
0.62,1,0,0,13.778715605986543,59.98384837352934,25.882788426027822,24.962537601306497,1084.530321436688,1045.9703368511878,495404.6929999771,499343.46593021665,2.245831688761953,0.7937964256289968,84.907,49.51511935353459,2074.762866525744
0.63,1,0,0,13.792627050833948,60.028186160047504,25.81992859247241,25.389212388347172,1080.8051771703294,1062.7756810141925,498924.0999377196,502085.6864254068,1.8110146517441794,0.7807217981924189,84.9055,49.614792391335335,2076.8424780392274
0.64,1,0,0,13.811394902041142,60.00593634958466,25.355183494611282,24.87760948888025,1059.909018588901,1039.9452507926426,500224.94045195496,505932.5381513203,1.8692736100656102,0.792018777316502,84.904,50.308157212294496,2103.004679466497
0.65,1,0,0,13.829015332800468,59.984826776955444,24.88145276342279,24.69266724086765,1038.7806438191312,1030.8990000691388,496026.71173989447,497831.23354358866,1.740052358024703,0.7869942861015682,84.9025,49.754199787625936,2077.1978300267842
0.66,1,0,0,13.795673605859244,59.97595833148999,25.1051115453426,25.013019974148968,1050.6513362698802,1046.797295145266,493658.4944719988,500049.02115861065,2.3644668606024113,0.8074839627551184,84.901,49.434802515443444,2068.851246778219
0.67,1,0,0,13.78530366051535,60.016794693359785,25.30099257675261,24.666924090732653,1059.6454916544621,1033.089702960679,499265.08648406586,490256.34119350556,2.237268573791122,0.7851572746475116,84.8995,50.017257461449915,2094.801664921422
0.68,1,0,0,13.797865215828894,60.00155622693186,25.063666669877342,24.958675848146196,1048.75025754942,1044.3570794569584,497531.8102902421,509881.80850596767,2.246132313975656,0.8142039962488329,84.898,48.90127885472119,2046.198166807803
0.6900000000000001,1,0,0,13.818089413259148,59.9956257908055,24.575873516323597,24.506757041580716,1026.834229094268,1023.9463902545547,490315.6799737773,490500.4112098628,2.2071775424858897,0.8215971696781953,84.8965,50.062342559407874,2091.715148781932
0.7000000000000001,1,0,0,13.822587897705265,60.007479611146444,24.80973428014841,25.56581134072665,1036.2680904018512,1067.8483775147597,502792.33408540004,499340.13559708867,2.138148418755838,0.792594133516427,84.895,50.12125908891111,2093.4952731904727
0.71,1,0,0,13.772496817019093,60.00329196099294,25.384196393225547,24.55990901405908,1064.1187880095033,1029.5642299962255,496654.71146133577,487555.93994049414,1.9360616527218633,0.7938622720505748,84.8935,50.18179952789358,2103.6472798488526
0.72,1,0,0,13.802298802407542,60.00175811614758,24.88091418570022,25.60386631855277,1040.7688391945483,1071.0099326883965,498627.751776654,495846.7125317066,2.041209697934981,0.8094376175367747,84.892,50.17887997087191,2098.982950127368
0.73,1,0,0,13.771314691820773,59.97351625962154,24.960120452998353,24.917470999193966,1046.4311204146022,1044.6430795350063,499212.5649788126,508989.03529362904,1.8967314933111545,0.8108400859610886,84.8905,49.25711062489185,2065.0610864099335
0.74,1,0,0,13.817684343419547,59.979471496933456,24.992826164795854,25.46011344839207,1044.286043553042,1063.810909823536,499730.574328406,505531.32782911765,1.8297329449574709,0.7950757861355882,84.889,49.970963557027865,2087.9583397817833
0.75,1,0,0,13.808447678011664,60.01496560872189,24.569204088866627,24.631647781670218,1027.272357128891,1029.8832141701755,500638.3940197615,504833.23640071333,1.8719035967900404,0.795602541175294,84.8875,50.356997303569884,2105.4956086840725
0.76,1,0,0,13.781576287380986,60.011183028673564,24.880988345374966,23.983201164923113,1042.3368865330335,1004.7259732746215,493677.2689070417,499236.4962142425,2.4708344573148295,0.7956840362091829,84.886,50.14226757926602,2100.6052632147057
0.77,1,0,0,13.830682911401023,60.00764239851557,24.82667635563639,24.231180045223883,1036.368801803324,1011.5103073008814,501228.2825562115,507921.1330240331,1.9235396683340256,0.7914830963068281,84.8845,49.72023475857067,2075.529538629579
0.78,1,0,0,13.806700269600148,59.98826974674311,24.666234572529074,26.26358933718023,1031.4598631289434,1098.2559248493,498206.50397696305,501213.9742985681,2.2001552550856185,0.8091149861572661,84.883,50.23222807626319,2100.544651185155
0.79,1,0,0,13.804503849609333,60.015303798575296,24.479004658235944,24.70918899883698,1023.7933998132493,1033.420474603989,505373.26005525584,503400.2615607933,2.4154339529104547,0.8015542448886139,84.8815,50.4737629215882,2110.980657274183
0.8,1,0,0,13.79641777035308,59.992585103768256,24.943208839325546,25.541589484979017,1043.8193868544404,1068.8603237553423,504113.83239869704,513273.4836791315,2.1561411491808817,0.7927465863467926,84.88,49.49887138897115,2071.420798985691
0.81,1,0,0,13.799839241313308,60.02603066922165,25.308793821230598,24.350830627072714,1058.855735203595,1018.7769851290999,506615.5615286968,505453.3584189332,1.842396192164812,0.8006461456068873,84.8785,49.01930067168396,2050.8431977639875
0.8200000000000001,1,0,0,13.792370349971545,59.985063540211904,25.546468217834786,25.075605532054762,1069.3782089778035,1049.6678407460654,495391.1037400802,499755.6414521236,1.8526779421791357,0.7962167691077683,84.877,50.859388033680204,2128.9800539705984
0.8300000000000001,1,0,0,13.785175830075676,59.98949424727293,24.276070773547268,25.147348228666633,1016.7295773910328,1053.220390381211,506594.45728774025,502713.27665862534,2.0237705754255573,0.8250349073136495,84.8755,50.10395669644349,2098.4522245298194
0.84,1,0,0,13.824582611752108,59.99697102402376,25.847735613744206,26.462739722492913,1079.4681860305475,1105.1523457415935,500203.1703590025,506753.4692243665,2.451355705197505,0.7975119874582737,84.874,49.86042151943885,2082.299957590388
0.85,1,0,0,13.790145148206687,60.01694600961149,25.128619752111145,24.82321763823622,1052.0567566420275,1039.2705248249029,503558.05683080776,503219.47367917147,2.2847085329136707,0.8074019591554475,84.8725,49.71851636776131,2081.55885961568
0.86,1,0,0,13.789471839245365,59.9992984385856,24.41741288300032,24.625293220464094,1022.3306639484721,1031.034388804152,503486.34107221325,504029.74943870225,2.1073300017972936,0.8043470306741441,84.871,50.03524975878132,2094.921781919637
0.87,1,0,0,13.797414118197024,60.000753646973656,24.793466514788566,25.17078223619167,1037.4780697187407,1053.266777041387,502323.382383239,506467.78057291615,1.9591650484482503,0.7984935308923402,84.8695,50.51114006829347,2113.629413865484
0.88,1,0,0,13.828490289617097,59.99216817565906,24.11291995956677,24.5892315500245,1006.7332397128405,1026.6196205982064,494249.2024126898,512341.0189919159,2.075888928461294,0.8044026137316105,84.868,49.34833161858271,2060.331384506946
0.89,1,0,0,13.822623317873948,60.00536183973282,24.23010506974321,25.245772716167878,1012.0551911748718,1054.478107258551,504529.4974813494,495080.0698653219,2.037848937846082,0.802104902636477,84.8665,49.881496263109675,2083.475374594615
0.9,1,0,0,13.792103032608651,59.998585390118116,25.846406410665324,24.95894967235111,1081.954627477841,1044.804862460247,501844.2291625872,503596.2335067688,2.0365816279627538,0.824867723392628,84.865,50.79837150928399,2126.4671091811383
0.91,1,0,0,13.824535708511174,59.984313952321706,24.694798275483112,24.667539920093684,1031.3220445556026,1030.1836613828452,492367.88033565413,502031.24168675335,1.824918547516421,0.7990290860344557,84.8635,50.50120697251575,2109.0679683392427
0.92,1,0,0,13.802162403408568,60.00254582965097,25.27236358963368,25.251109364389904,1057.1536180395706,1056.2645448416722,497558.09271244425,498048.03779376607,1.8211612004428588,0.7739320002782568,84.862,50.37748865523595,2107.311578149152
0.93,1,0,0,13.78313149463984,60.0030161753725,24.913845559840986,25.023601798155013,1043.5956042439843,1048.1930931209126,494117.94500651176,496946.4414621082,2.0657614148683647,0.8218904079257842,84.8605,50.14273048264538,2100.38763348638
0.9400000000000001,1,0,0,13.790477413039932,60.04699601297588,24.991653800148093,25.362909156188174,1046.2972105204851,1061.8401372320109,492972.4699622818,508363.77866189793,1.7680698650329076,0.7949035875954088,84.859,50.120738511599335,2098.348085055591
0.9500000000000001,1,0,0,13.827465077385675,59.9877794784196,25.233769144558543,25.875982261893792,1053.6076805651367,1080.422567754909,503968.08777195413,494590.2638146966,1.8749778206365009,0.8008646605891262,84.8575,49.86542359803722,2082.0747386783296
0.96,1,0,0,13.841656905271384,59.98321248514862,24.033455090510667,24.824643868681274,1002.4610392400897,1035.4623668400138,492150.3399485885,492501.96735406737,2.005928877623684,0.794562232300544,84.856,49.87182255741866,2080.2068983184627
0.97,1,0,0,13.806396335175064,60.005580685211875,25.670858632218774,24.80583354184953,1073.4935302328047,1037.3202626649263,493324.8831420816,497115.5460362298,2.0661588237598205,0.7940108381088962,84.8545,50.42624135122607,2108.704060898035
0.98,1,0,0,13.78866925676634,59.98014327165658,24.93011829493613,24.306649581447754,1043.857840120974,1017.7523601170075,510014.2750842339,491213.6508466871,2.223149847922067,0.7888133812719189,84.853,49.689142800543095,2080.5517514039716
0.99,1,0,0,13.797501650646522,59.97853899704252,24.74333376820439,25.25598914209314,1035.3737055760507,1056.8255398001334,497787.7269629867,495797.74701324204,1.7493900413083538,0.7799751363391806,84.8515,50.132864300486276,2097.7872249630404
1.0,1,0,0,13.784751116361223,59.97126202620248,25.206378446131193,24.649999437069088,1055.7252182737247,1032.422253429318,503454.0527070232,494902.96638576046,1.7499999174236165,0.7928250959300576,84.85,50.02061816726116,2095.026389676526
1.01,1,0,0,13.787664732421536,59.98450852869615,24.617094102318404,25.150417492347028,1030.8261901102737,1053.158790211442,505758.236668264,500564.31024787296,2.261262962605824,0.8051424835437069,84.8485,51.0512507927694,2137.740796551549
1.02,1,0,0,13.785699044044064,59.98500224508116,25.078198456235906,25.55682908137763,1050.2843985814477,1070.3296294678248,504026.513215987,507382.86237626773,2.3352980733505517,0.7835358273832557,84.847,49.86797379402029,2088.489528309972
1.03,1,0,0,13.798413125050027,59.97433475652652,24.914425663023945,24.654926009352987,1042.4641031466178,1031.6061737931655,500765.112853218,497070.9579798616,1.7911829155170738,0.8050534350850203,84.8455,50.57848210920581,2116.2940981915826
1.04,1,0,0,13.80241362072916,59.99499432527309,25.35987755643189,24.767231097970473,1060.795056295988,1036.004856427387,499787.4445959517,504299.2728028929,1.830955297384705,0.8231974734165721,84.844,50.36239755547385,2106.6419674613185
1.05,1,0,0,13.797036777186365,59.95268037704536,24.887658692803107,25.501888175588864,1041.4480063971864,1067.151029659177,502720.2406878636,503788.5220409058,2.109112233017388,0.8028679570551829,84.8425,49.93064224175168,2089.395730737845
1.06,1,0,0,13.795573541309569,60.00983531562623,24.476970930230674,25.34569246977318,1024.3710211249281,1060.7273649336018,498924.800917529,488945.75647299417,2.0097446890723836,0.7861052483888654,84.841,49.3619684383138,2065.8181176920434
1.07,1,0,0,13.815209832470115,59.98886412042965,25.208724977272258,25.32829583398735,1053.4956998878333,1058.4926754784206,503309.1103533399,497075.0650862532,2.0113025036985084,0.8040251313889558,84.8395,50.02862630960501,2090.7421036161904
1.08,1,0,0,13.795415821501491,59.99180432645016,24.856388066594434,24.796001895880423,1040.2616729365216,1037.7344586525762,498755.03342981264,498169.7670606789,1.8438729959369957,0.8095761142659532,84.838,50.43300887098769,2110.665718558847
1.09,1,0,0,13.796699683787326,60.011737500207204,24.083522543155926,24.275986350896233,1007.8227795061016,1015.8768093650469,499308.192491208,501943.1618015412,2.1439391099692484,0.8130422982443196,84.8365,49.375633542448185,2066.2213406471224
1.1,1,0,0,13.796468794579479,60.00743487818768,25.092431034989467,24.637685949513617,1050.0601297605342,1031.0301010320748,509447.1832836651,502888.7109488077,1.952567434139667,0.8018769921204627,84.835,50.40506052822953,2109.335055063249
1.11,1,0,0,13.830865754659026,59.98740187914592,24.787194339249336,24.551175964764887,1034.7069791636468,1024.854720132328,497262.5514201532,501318.63608299254,1.9459899792862578,0.8060443915479585,84.8335,50.78327587962735,2119.8772744618186
1.12,1,0,0,13.790175707503487,60.009035815113165,25.15508068689242,25.272975525692644,1053.1622594309445,1058.0981368527487,500202.992735146,495631.82065396436,1.77375227305747,0.8085020912861167,84.832,50.01240827228742,2093.8585549069817
1.1300000000000001,1,0,0,13.811925922138832,60.03097789216544,24.594078603101213,25.163865699721136,1028.053435995584,1051.8710220055839,502023.18404552864,496703.7701381438,2.158268339779201,0.8060226742288099,84.8305,50.5000582135336,2110.9454516362216
1.1400000000000001,1,0,0,13.785032446121251,59.97975632837747,24.369693085151116,24.673576403738803,1020.6612801074291,1033.3886433889138,502636.6580879327,492646.47816404444,1.9277269392429883,0.803183495751955,84.829,50.01589697378633,2094.7858987231675
1.1500000000000001,1,0,0,13.806998896628507,60.015075494227126,25.60274130955342,24.798741396461125,1070.5983029137876,1036.9784286943714,501388.2371218857,500255.8520438704,1.9909696770232894,0.7936114888149092,84.8275,50.311049041581036,2103.7951784339034
1.16,1,0,0,13.810924663835767,59.977737885246114,25.441365049062615,25.257615887127894,1063.5478302253164,1055.8664018858967,493629.30284559744,498045.32586257363,2.2379593533542628,0.8095442148372723,84.826,50.78637225822457,2123.0675286521264
1.17,1,0,0,13.821685185736056,60.02350852124694,25.035994963522185,24.879619190015294,1045.786981643649,1039.2549565167772,500574.5083008092,502427.62964342115,1.7906318094130662,0.7946417582633479,84.8245,49.30158153841415,2059.392974892292
1.18,1,0,0,13.79231463661415,59.985761458857716,25.204960784077365,24.69550388595447,1055.0869289894183,1033.7609162771698,501297.6812283835,503567.9351689593,1.9826645749252967,0.8260248059509366,84.823,49.58954503408414,2075.8326596186184
