time_sec,bess_connected,lvrt_active,perturbation_active,load_power_mw,turbine1_power_mw,turbine2_power_mw,turbine1_torque_nm,turbine2_torque_nm,turbine1_current_a,turbine2_current_a,load_current_a,bess_power_mw,bess_voltage_kv,bess_soc_percent,bus_voltage_kv,bus_frequency_hz
0.1,1,0,0,49.804546907061486,24.931020533409637,24.97516621067027,495892.9493697016,500604.8328205361,1043.0385084156624,1044.8854300569656,2083.671635047775,1.9703807815933743,0.8202502596474773,84.995,13.807331515854175,59.99751193958814
0.11,1,0,0,50.02262317298355,25.439438294697357,25.03479288527922,508868.61091479415,496965.733676047,1064.309170106985,1047.3800298132235,2092.795286557483,1.9668898207928842,0.8074101837655508,84.9945,13.802726585258045,60.003133256176554
0.12,1,0,0,49.80876472701893,25.226085117899803,25.045066043271493,492154.7956299835,501259.71194816084,1055.3831183637583,1047.8098276778805,2083.8480958802256,1.8861761327564697,0.7940982864983624,84.994,13.799530019978597,60.004079378689646
0.13,1,0,0,50.0453007670525,24.5772304018753,24.940305046701646,489959.57660216524,500062.88459120784,1028.236999163635,1043.4269443756941,2093.7440485169236,1.9522553911287832,0.8028847468240097,84.9935,13.789069054962045,60.00392807376196
0.14,1,0,0,50.15089602548968,25.405305557642333,25.07586611609347,509079.19346469984,501525.95661807223,1062.881159605036,1049.0984095862013,2098.161834812855,2.1270822114562065,0.7883960167043128,84.993,13.817060595814864,60.0040609582188
0.15,1,0,0,49.60467562097518,24.905479807592837,25.431187893585136,502983.61261473846,508176.9374707759,1041.9699616819212,1063.9639982734298,2075.3096248430497,1.7484694140224022,0.7904388175789074,84.9925,13.799484937500948,60.0013898111864
0.16,1,0,0,50.14310383562952,25.069597151349903,24.538142981337472,504437.55294497637,499581.2364292482,1048.836135058503,1026.601699687588,2097.835833152468,1.6449885144387328,0.8053994129789663,84.992,13.796481920896463,59.99285746326148
0.17,1,0,0,49.925247741734175,24.97641604061916,25.143430477589277,505880.76366704586,503751.82259507,1044.9377191625767,1051.9250981584644,2088.721392974564,1.8933944290695779,0.8058275444569706,84.9915,13.80115186120389,59.99875690771596
0.18,1,0,0,49.88754433031628,25.173891776858866,25.256580049750852,496310.7181078849,501177.1141023609,1053.1995068057952,1056.6589340965932,2087.143996254891,1.4560591278548793,0.8036806663990784,84.991,13.811288937322995,60.00220799308606
0.19,1,0,0,49.734533259327314,24.966710463200464,24.951544924765912,504566.660929553,502803.97902053903,1044.5316671527705,1043.897186884829,2080.742475745871,1.824782789282799,0.7880607529338131,84.9905,13.797485152699347,60.0007458291713
0.2,1,0,0,49.78529960930887,24.93581566377805,25.169936332832872,500210.2831959015,503098.6717310333,1043.2391221699381,1053.0340229888986,2082.8663863130905,1.8918970098575925,0.8235029165298114,84.99,13.81150819638176,60.00445782725255
0.21,1,0,0,50.352929764824324,24.802596159971227,24.986299924564033,493366.96670044964,500083.2236045048,1037.6656209826788,1045.3512309782443,2106.614315522293,2.0183491045316737,0.8057134044326687,84.9895,13.802054999551228,60.00153177195722
0.22,1,0,0,50.16986922562434,25.007450056391637,24.771625719035743,500689.48428451916,500499.6358657872,1046.2360885365097,1036.3699113876771,2098.9556161320675,2.258247158424826,0.7988257614952142,84.989,13.807345639731103,60.00049181355964
0.23,1,0,0,50.25893885752673,25.154573824175294,25.12052879901018,518718.7976782811,509117.8920076376,1052.391302082458,1050.9669611807444,2102.6820201868113,2.059558997118707,0.8008306662960571,84.9885,13.80257361136316,59.99602283212154
0.24,1,0,0,49.82853376336396,24.432159422627755,25.06298687606026,489369.82252974756,495563.75236686016,1022.1676680824628,1048.5595811296703,2084.675172579894,2.0686416116786592,0.7939015102403586,84.988,13.806734659203439,59.99832466087103
0.25,1,0,0,50.35973149224639,25.28681398000996,25.31057109135342,506137.93798555224,514871.3680948286,1057.9238303120828,1058.9177560098592,2106.8988792294003,1.85472587548817,0.7913878536122565,84.9875,13.808772126366385,60.005117625487856
0.26,1,0,0,49.98667979681255,25.25482936433164,25.431089293908794,509391.9006929206,508297.8777374943,1056.5856907126768,1063.9598731611343,2091.291524390243,1.8778895642798465,0.8247217835391184,84.987,13.804327247623416,59.99847668511849
0.27,1,0,0,49.84223473429615,24.927939063063167,25.14469764067824,497463.9505429655,502604.68192544364,1042.9095890146455,1051.9781124302413,2085.2483797723476,1.8826212204338202,0.7915172401192094,84.9865,13.81595270235387,60.00400782304351
0.28,1,0,0,49.78439096695267,25.009789232009854,25.161249230584662,496233.32299543364,498175.2393537961,1046.333952570775,1052.6705809003854,2082.828371464616,1.974364165527647,0.7933878787194186,84.986,13.79883913514031,59.991223320936605
0.29,1,0,0,49.7903291345234,25.460534270442235,25.207782175347308,516230.90336707456,507889.15830833075,1065.1917619385158,1054.6173785949434,2083.076806438924,1.9113590632809028,0.7966994748554325,84.9855,13.81183992724442,59.99586001269682
0.3,1,0,0,49.850671396352986,24.822110443647045,25.39895807506687,489245.4727467456,500870.5440310553,1038.482039601032,1062.6156001286865,2085.601344200578,2.064454244697692,0.7928882436052279,84.985,13.793784613421446,59.99193377290253
0.31,1,0,0,49.82122485965218,25.19791391708007,25.31907326136374,504174.16222932865,509073.45420160296,1054.2045205103764,1059.273461092769,2084.3693901505117,2.1238418780553623,0.8001174573070683,84.9845,13.80405946467826,59.988612769948695
0.32,1,0,0,50.180857204125836,24.988630550686157,25.28066574255228,499448.62242071226,513869.9558648239,1045.4487373274465,1057.66660664895,2099.4153199252337,2.2558166418655863,0.7957329370251109,84.984,13.791717163142893,59.990854161218245
0.33,1,0,0,50.52023235199661,25.210321721259493,25.430136556502575,500041.3410367536,507029.50660683424,1054.7236255163941,1063.920013509109,2113.613749851281,2.055126631992272,0.7987236681827129,84.9835,13.791874296155314,59.999177649067484
0.34,1,0,0,49.95059561836439,24.789276439716687,25.225174937376114,489196.2743629763,509912.6326986747,1037.1083641656867,1055.3450391630072,2089.781871481509,2.064564030763768,0.7967803351120837,84.983,13.813145213063722,60.00726852115952
0.35000000000000003,1,0,0,49.95446158372479,24.394291686735606,24.941127793026467,487248.39080032986,499232.2723432043,1020.5833965236995,1043.461365593963,2089.943611781618,2.231607609458542,0.7976776761770499,84.9825,13.820881877353836,59.99198556614227
0.36,1,0,0,49.62843045187824,24.59173902252123,25.09656098908752,493665.8750013367,494970.36408457,1028.8439959778013,1049.964220491561,2076.3034551340957,2.1441232993306767,0.7846142238334987,84.982,13.79838646928985,60.00010889827403
0.37,1,0,0,49.8149476537806,25.233192251824576,24.942027285470896,509901.5081320509,499439.23572462564,1055.6804593553984,1043.498997637798,2084.1067708389382,1.9281733347082024,0.7968811647749325,84.9815,13.789936407648772,59.99887094204024
0.38,1,0,0,49.67582775210591,25.33125285684453,24.692232832633234,502767.941349612,492918.0530358439,1059.7830185369323,1033.0483531024431,2078.2864148475237,1.7914194912214318,0.7987626219144899,84.981,13.799889681425181,60.000248668972226
0.39,1,0,0,50.162689358336664,24.506182077357195,25.143558758558445,486201.37210876285,507353.4588708431,1025.2645521139245,1051.9304650462964,2098.6552321964673,1.9041964800843372,0.7972703526717942,84.9805,13.79229223185435,59.998883640256786
0.4,1,0,0,50.38668397285494,25.29886438186687,24.979368677336197,513607.9299754131,497770.6698642845,1058.427982685701,1045.0612485541276,2108.026489514522,1.834408969096281,0.7973955657005659,84.98,13.81297798384622,59.99661949645314
0.41000000000000003,1,0,0,49.783792126802226,25.48408803237116,25.089944698156398,507342.4862829944,504293.4298760773,1066.177180111711,1049.6874148864797,2082.803317803597,2.023640487224882,0.8091978702767334,84.9795,13.806028947242847,59.98878854334962
0.42,1,0,0,49.95938904474278,25.182605932666085,24.934203853998618,501982.8415194579,493405.633681335,1053.564080733408,1043.1716889228337,2090.1497618501076,2.0977142017381363,0.7948846361924239,84.979,13.805822686791785,60.00284039080899
0.43,1,0,0,49.950306811401724,24.79112685008723,25.10206879149975,501916.6340467944,504188.6968194201,1037.1857797400016,1050.1946502890496,2089.769788671535,1.9187493868695962,0.8101234464939695,84.9785,13.798857895562586,60.00511795353323
0.44,1,0,0,50.136678495099666,25.45697784222846,25.03998346865922,500909.0905557677,500918.52064674953,1065.0429717365898,1047.597188125665,2097.567016334747,1.9267054252528828,0.8201217103837466,84.978,13.792815321297473,59.99984746904063
0.45,1,0,0,50.02106208354971,24.866694786380947,24.712562469904405,491327.3366871791,493613.70481081074,1040.347313679225,1033.8988836496196,2092.7299752962613,1.4698224673000801,0.7935013035750923,84.9775,13.810561420501502,60.00025856043365
0.46,1,0,0,50.42289062236962,25.031588830055565,24.53245088537945,507591.62161812704,490804.44780871866,1047.2459818316383,1026.363559605442,2109.5412662423305,1.886048864498293,0.8037576013327639,84.977,13.798901382493344,59.993210430511695
0.47000000000000003,1,0,0,49.85016724478623,25.042321674864304,24.796875417057887,497838.7784571335,494475.6131052062,1047.6950116026164,1037.4262823985496,2085.5802520235648,2.627405009088791,0.8024215713685293,84.9765,13.78963818741351,59.99749353876465
0.48,1,0,0,50.1799110181616,24.808341215020555,25.079175694925773,493497.0789904283,502291.4671658379,1037.9059767130584,1049.236872356472,2099.3757343657294,2.2244493988871215,0.8005231405321758,84.976,13.815516753838441,60.002649935814034
0.49,1,0,0,49.88095462076759,24.77196167680009,25.058902100488538,493190.2392567196,500192.9649513789,1036.3839668446105,1048.3886864719955,2086.868302734469,2.266213001152557,0.7838304518208835,84.9755,13.824710362401538,59.99493367613305
0.5,1,0,0,49.67962574692054,24.67717921977692,25.101422352647766,491942.50911914604,497161.7431977375,1032.4185554622352,1050.1676052422954,2078.445311465539,2.097257559115027,0.8088787338655108,84.975,13.80157294187341,59.99944500048362
0.51,1,0,0,50.28532432593186,25.073424440312706,25.161746776267336,499172.32188203547,496753.82696114393,1048.996257255093,1052.6913967071844,2103.7859083959706,2.1854023605646136,0.7962471399117219,84.9745,13.803563198904579,60.01073602869781
0.52,1,0,0,50.37468736701612,25.326063554518548,25.183358043929942,507233.68706591695,501195.60424355033,1059.565913819917,1053.5955467943245,2107.524587803623,1.9311365761512078,0.8116274482344695,84.974,13.818121743771203,60.00107148606548
0.53,1,0,0,50.08199773957561,24.860570614726676,24.439493892850077,503475.26140417554,487204.26942051586,1040.0910968565324,1022.4745201373339,2095.279338876682,1.8374341005055823,0.7998464600856158,84.9735,13.797024881956458,59.994365037427094
0.54,1,0,0,49.87397869992283,25.345034545804282,24.89045792396407,502883.0614594251,482785.8978268779,1060.35960272757,1041.3414914966456,2086.5764513013123,2.2973767128903826,0.8113512208071133,84.973,13.811250607013186,60.01393285189771
0.55,1,0,0,49.77229652352692,24.573386754966574,25.568840502072092,488512.1567133186,511473.3906879974,1028.0761926000534,1069.7229671549223,2082.322376524938,1.7816589585798104,0.805132080180569,84.9725,13.79427910407932,60.001862271221164
0.56,1,0,0,50.112120958376515,25.12984590226929,25.294703469914314,502757.17034527555,516909.0383826731,1051.3567606064485,1058.2539027120863,2096.539603259548,2.098087041323585,0.8076380986047884,84.972,13.804808683041877,59.99589106061735
0.5700000000000001,1,0,0,49.5746421165743,25.01599330138504,24.94323445178959,508177.5699195373,502314.4924428404,1046.593512072502,1043.5495018261352,2074.0531138393862,2.356468439641133,0.8062626080467304,84.9715,13.790350615488371,59.99949662027333
0.58,1,0,0,50.17434714827786,24.946862893358944,24.88783209351193,497459.9087184514,496899.50829745556,1043.7013048490921,1041.2316346909652,2099.1429588747797,2.1933133568572254,0.7986188561836716,84.971,13.797442512865958,59.99149542118988
0.59,1,0,0,49.916423174768624,25.62598097002598,24.521055554751886,508024.4558918791,486344.5918409415,1072.1135515429514,1025.8868134311426,2088.3521997779667,1.9485448728412476,0.7963791616376115,84.9705,13.783419625895124,59.99589728198988
0.6,1,0,0,49.91212222340277,24.757956358355184,24.62078624148771,485062.02388705825,483925.6423751316,1035.798026672563,1030.0592437813887,2088.172260978775,2.2556324446445797,0.8044965248709018,84.97,13.804914866517612,60.00436412630598
0.61,1,0,0,49.785380783621754,25.255205744196694,24.97566993015291,501299.3113627617,503956.3641760047,1056.6014373080684,1044.9065041568858,2082.8697824008723,2.043353625180568,0.8069828622006726,84.9695,13.803998010673341,59.993818707401466
0.62,1,0,0,49.7125548686074,24.98144954421827,25.323672355885385,495291.1257556051,508600.51803431695,1045.1483057319906,1059.4658733000226,2079.822966340183,1.9732430409252812,0.7999308133839922,84.969,13.789794496559018,59.99292945741994
0.63,1,0,0,49.98837110595657,25.609235764448762,24.779575586770257,506226.65770394617,489416.6511234492,1071.4129827786294,1036.7025098135134,2091.3622836503578,2.148126471997169,0.8077834141684522,84.9685,13.821954496411788,60.00470536801412
0.64,1,0,0,50.03910243002398,24.49049240163471,24.97465364708075,490161.53534585587,504309.46412565705,1024.6081435268322,1044.8639859463578,2093.4847288392466,1.8238527449479658,0.7926156844734512,84.968,13.80076413206948,60.010982189867505
0.65,1,0,0,49.98165444983381,25.171587554889047,24.855714041985028,502116.84793722857,501312.1782979376,1053.10310512648,1039.8879125391607,2091.08127906916,1.712020566412215,0.8025497968204227,84.9675,13.798594828888682,60.00275365094407
0.66,1,0,0,50.218948395078634,25.229108978019376,24.874765645158536,511712.36384051305,494138.6992961473,1055.5096275270935,1040.6849740044302,2101.008940168013,1.953147242106542,0.8114475999170017,84.967,13.790222552754225,60.008843463247445
0.67,1,0,0,50.01198020380159,25.56868741000464,25.035405583946385,512450.86892528087,499248.539793301,1069.7165622457662,1047.4056632726742,2092.3500169109484,1.8693256274925363,0.8025397122688807,84.9665,13.807811177187542,59.99426121517556
0.68,1,0,0,50.14311549485403,24.915681479106727,24.835414342264585,503356.4035554765,497957.47552433977,1042.3967687684958,1039.0386344885762,2097.8363209391646,1.708764860463381,0.7988837580246481,84.966,13.79102808391531,60.002318269145036
0.6900000000000001,1,0,0,49.70626139488294,25.051860543423853,25.172887783332488,500181.1057824453,506221.945008095,1048.0940890178788,1053.1575027526997,2079.559666430838,2.006290921271697,0.809087758335413,84.9655,13.80764834583565,60.005647456074335
0.7000000000000001,1,0,0,49.911620823168725,24.576947289319353,24.972578803291967,487146.73553163826,493978.0105046351,1028.2251545904182,1044.7771807565043,2088.1512839092024,1.8917043086139027,0.8157703505386602,84.965,13.791242186456426,59.997455905468904
0.71,1,0,0,50.29670206669718,25.147742795899962,25.02500949135535,506049.2609864232,503334.8764348151,1052.1055125162547,1046.9707221961557,2104.261918663625,1.8094710788059407,0.8059618256437044,84.9645,13.804346677012486,59.995243667597
0.72,1,0,0,50.194339764700565,25.086569860368886,25.34666929067075,496087.09743607347,507229.398721708,1049.5462218788643,1060.4279955093607,2099.9793894887976,1.9967326949418647,0.784195833378796,84.964,13.798060577921913,59.99947488935014
0.73,1,0,0,50.066727518080945,24.06311314337756,25.06145300280739,487049.5156512855,506783.2886425845,1006.7278877441636,1048.4954085111594,2094.6404789860635,1.8104194206483644,0.7923165241629865,84.9635,13.807843082766588,60.001760162453905
0.74,1,0,0,49.92428237729618,24.308264943023797,25.000166894675534,482426.2321562211,503816.69662183477,1016.9842977092414,1045.9313830743833,2088.681005045713,2.2321470711129483,0.8102078802268057,84.963,13.786990338218072,59.99886449961203
0.75,1,0,0,49.81275484937195,25.383308503681523,24.955001110535218,511367.9384335985,499389.2484377011,1061.9608693857858,1044.0417832460087,2084.0150305334587,2.3559196965225,0.7952536375665156,84.9625,13.804566852418155,60.00104232231021
0.76,1,0,0,49.894074062593596,24.796302483764155,25.324303620560585,497807.36897796695,511070.0843605081,1037.4023126020738,1059.4922835051066,2087.4171805076476,2.140319511653474,0.8008791984574044,84.962,13.790191528742492,59.99373786410232
0.77,1,0,0,50.127496589520995,25.046146732634202,25.06092137366468,496067.57924605446,493671.0244260612,1047.855040452842,1048.4731667554602,2097.182873171159,1.9144965962433227,0.7948744775685697,84.9615,13.793532513424525,60.00149398602759
0.78,1,0,0,49.60343705009021,25.697316356714715,24.59798467229316,519999.0420332695,490088.61427982553,1075.0980084058126,1029.1052950775902,2075.257806782626,2.0819807288079137,0.8086966050985113,84.961,13.805798555901037,60.00379044507703
0.79,1,0,0,50.35900709536149,24.706284203747067,25.01002477235454,503727.9927549042,495336.5641254404,1033.6362199788962,1046.3438068665291,2106.868572654292,1.8661884454207167,0.8053005657420446,84.9605,13.800465728448605,60.00138073989069
0.8,1,0,0,50.24776664700297,25.334768034645492,24.680928124104483,502948.5431883292,490841.5131844645,1059.9300829463261,1032.5753982827193,2102.2146086829466,2.133272719077886,0.7936649978568621,84.96,13.803733782855614,59.99610188080598
0.81,1,0,0,50.243182769101224,24.980586727981635,25.083306611746295,496339.1233858712,498828.15092442645,1045.112208109782,1049.409697424467,2102.022833093055,2.144397715448059,0.808585122048257,84.9595,13.807518570915796,59.99193520762388
0.8200000000000001,1,0,0,50.12291929351333,25.022376544782958,25.277260829874283,500791.0661916291,499231.33801224624,1046.860567673523,1057.5241553988624,2096.991372947812,2.1573722897830137,0.8091461021503937,84.959,13.801657742907185,60.000477113271934
0.8300000000000001,1,0,0,50.02159195399121,25.008308718550936,25.218231065846858,504504.48443259543,509128.5233915381,1046.2720123646845,1055.0545285762946,2092.7521434732207,1.9262538438748111,0.8060116426603852,84.9585,13.798626113929899,59.997141503962396
0.84,1,0,0,50.0755582971932,24.61263271026886,25.016894389063737,498374.9563316988,504092.3871493794,1029.71812469124,1046.631210856115,2095.0099320800937,2.141464885337519,0.8024302697798061,84.958,13.789992232903446,60.008099805578134
0.85,1,0,0,49.92678977155153,24.94483639870648,25.187567794424986,497105.5516661804,500716.55727870786,1043.6165224408958,1053.7716700248704,2088.7859068390676,2.098314578646554,0.8370524321330292,84.9575,13.821961431433362,60.00709407842605
0.86,1,0,0,50.42355505445354,25.718867241420188,25.24981272508836,515066.6065379289,493420.31421095703,1075.9996322526226,1056.3758096969134,2109.5690640714975,2.0527263421528414,0.7858980186690292,84.957,13.805473753538687,59.99066429819618
0.87,1,0,0,49.972300800743646,24.833561058711737,25.234603563249777,494911.9189555207,502166.4304137779,1038.961098709002,1055.739504357663,2090.6899506763984,2.0179843913843327,0.7971608944510281,84.9565,13.80000614639271,59.99867794868098
0.88,1,0,0,49.90486766771463,24.846149517009714,24.7595928443499,494858.30863374274,494948.770195329,1039.4877617370469,1035.8664922978946,2087.8687523063545,1.7855954863644694,0.8000858995791298,84.956,13.796797731301458,59.99620791869147
0.89,1,0,0,49.94690507464713,24.966990278739015,24.951057844684755,496681.7034790824,505805.85504020745,1044.5433737887492,1043.8768089271498,2089.627470292479,2.0832739679529446,0.812727196299886,84.9555,13.802074059310284,59.994063463222076
0.9,1,0,0,49.85535528570266,24.743400286588304,24.698079810305096,488050.31127908785,491142.0399569967,1035.189044646987,1033.2929729671382,2085.797303967019,1.9439216826941237,0.7974253537555558,84.955,13.799949446180118,59.99915419671299
0.91,1,0,0,50.16180784466079,25.281623824702063,24.978229096889894,509948.3207084516,504456.34920939174,1057.7066899088834,1045.0135719543132,2098.618352329941,1.743398662318824,0.8114989076157872,84.9545,13.805286910181911,59.996048932972435
0.92,1,0,0,49.896189898298054,25.097641481146937,24.78208048727687,502462.64682260645,493117.5261186682,1050.0094250119494,1036.8073072759616,2087.505700675295,1.858685004165935,0.7943839457890615,84.954,13.794262667264872,59.99543295491825
0.93,1,0,0,49.97483025881432,25.18127522417007,24.796461854559126,511254.71391189226,498772.81070943346,1053.5084079139597,1037.4089801942027,2090.7957755530656,2.0862416546331515,0.8047410019667216,84.9535,13.816797392420197,59.99491248524572
0.9400000000000001,1,0,0,50.267268566453964,24.624781957228517,25.496881427673824,496617.1654649143,513975.681041698,1030.2264124450526,1066.712417084308,2103.0305100195224,1.9035577553882856,0.8088543025547715,84.953,13.806898638990656,60.00663442640715
0.9500000000000001,1,0,0,50.21416417682839,25.03669999542928,24.880709778177216,498733.1042597063,500506.5798336845,1047.459817534855,1040.9336585550413,2100.8087829437636,1.885429356078935,0.7940347262833554,84.9525,13.781928951318447,59.99900877575338
0.96,1,0,0,49.79523526435518,25.090594796093004,25.040474822514966,496105.6615025832,496023.85838286986,1049.7146130182696,1047.6177448851495,2083.2820640750874,1.5841555249901305,0.8079270344800129,84.952,13.802879108499049,59.999687680262724
0.97,1,0,0,50.23615189852117,25.138276792293805,24.526077160269253,512102.4449441313,488703.75259306026,1051.7094835503008,1026.096902220796,2101.7286827291396,2.218220796393037,0.8145735530766004,84.9515,13.808054593210349,60.006305694024334
0.98,1,0,0,49.71671299114616,24.42513766203492,25.000470383851617,480010.0385496652,502945.3445667794,1021.8738988528644,1045.944080143768,2079.9969296131594,1.7794967375600363,0.7992529364045855,84.951,13.786802175065793,59.99841836600401
0.99,1,0,0,49.69976940413171,24.458657752315375,24.40943691237556,487463.73276141833,480288.71052782057,1023.276278066392,1021.2170269657405,2079.2880611694036,2.0119232003346847,0.7904043743956451,84.9505,13.81101451619521,60.0015999864084
1.0,1,0,0,49.934680614061186,25.220257865418752,24.999409808376296,502773.77622278273,503936.4927614214,1055.139323741398,1045.899708873031,2089.1160358279863,1.9061366807157216,0.7971685357636671,84.95,13.806302643900425,59.99638210406269
1.01,1,0,0,50.0585862282347,25.110717053840727,24.720983855142766,498978.9344982024,488356.38777803304,1050.556467433295,1034.2512089419615,2094.2998720379273,2.0530874492123266,0.7993739232647863,84.9495,13.786913694324188,59.99751739520351
1.02,1,0,0,49.9550754077289,25.380715030647245,25.26545179096428,503357.55166443926,498549.8817255193,1061.8523663166209,1057.0301009210682,2089.969292321763,2.049693767592208,0.8098707916731481,84.949,13.798272281214258,60.00060993862931
1.03,1,0,0,50.087783170821154,24.58345343716986,24.958563940324773,485562.78106963064,496507.7903942431,1028.4973521420761,1044.1908412705068,2095.5213838250147,1.9590541150790577,0.7912987389766676,84.9485,13.78857340400213,60.001000557076416
1.04,1,0,0,49.92466919295724,24.97066190339971,25.080152138807332,495785.368443947,498177.7285224326,1044.6969834616634,1049.2777238157378,2088.697188243252,2.05579667088165,0.8066945293062756,84.948,13.808367926820663,60.003727611115735
1.05,1,0,0,49.58813538954052,25.401258324551357,24.960691469395087,507769.18058976013,500122.94041724625,1062.711835611228,1044.2798506532208,2074.6176315770163,2.003829501287246,0.8058693574156667,84.9475,13.789822580378505,60.005355519297154
1.06,1,0,0,49.96187215467813,25.223449579788237,24.409163594306293,505997.46583148895,489519.3050311281,1055.2728554189632,1021.2055921642284,2090.2536476609484,1.7254556577744267,0.8050311793464422,84.947,13.79065513155494,59.99973303641129
1.07,1,0,0,49.69588138538213,24.898106967972165,24.96212983994418,495337.32477685175,499594.16659911454,1041.661504367451,1044.3400277274031,2079.12539822218,2.241312383146386,0.8123476287654794,84.9465,13.800821891139226,60.005401181089546
1.08,1,0,0,50.00062908433456,24.738680220720475,24.908158313932958,492122.6758850618,493248.10632631293,1034.991571364423,1042.0820222874645,2091.8751203979123,2.303915659487118,0.8029211937303521,84.946,13.820706981918052,59.99588614500594
1.09,1,0,0,49.74942405606707,24.942291146515675,24.96404707112761,493633.7768205228,505325.4837194207,1043.5100367860032,1044.4202388824647,2081.3654616521135,1.824004938388395,0.7946774661157123,84.9455,13.812210637631209,60.003531787790784
1.1,1,0,0,50.10346389743224,25.24301583081807,25.197175284944144,505698.0353388472,504266.3650951175,1056.0914481942607,1054.1736183754122,2096.177418008348,1.690334577451547,0.7996510057755012,84.945,13.790107720645818,59.99632435144847
1.11,1,0,0,50.270935101816875,24.569883592945168,25.065480681526676,491638.2093243711,505962.48669682053,1027.9296308945407,1048.6639144091878,2103.1839067716073,2.2505770658135793,0.8007062245138324,84.9445,13.78775340353006,59.99649776737317
1.12,1,0,0,49.65419365462783,24.80065967215326,25.230161303196684,497910.87373396824,493135.4612808399,1037.5846041882594,1055.5536536303105,2077.381309629941,1.785552323345601,0.7952353072296955,84.944,13.794085710318868,60.00515603873203
1.1300000000000001,1,0,0,49.59162417818029,25.419384348794576,25.28321026445448,505681.5870720371,508339.8143893237,1063.470173652979,1057.7730617507755,2074.763591943706,2.2588703917329034,0.7856534498750474,84.9435,13.785979926859245,59.98883611051325
1.1400000000000001,1,0,0,49.93992241459726,25.545443484723798,25.19954796307362,506355.3017297573,501125.97406779334,1068.7441067009897,1054.2728840534376,2089.3353369113593,2.232902806387509,0.801324150305575,84.943,13.807870012970211,60.00331262150264
1.1500000000000001,1,0,0,50.225872232998704,25.155516530839602,24.617634836060507,503012.58494261483,496148.31980681856,1052.4307420785744,1029.9273985080754,2101.298612609098,1.968386508094975,0.8025739949533977,84.9425,13.806586572739567,60.000991869778545
1.16,1,0,0,50.031198857478884,24.979191703296,25.19363122503882,502186.6716934678,512803.5667723022,1045.05384449545,1054.0253456261105,2093.15406726414,1.9648392521117262,0.799629240187121,84.942,13.809137438856778,60.00084126064875
1.17,1,0,0,49.914665286295566,24.98012557463401,24.619491249584673,495167.0696838828,486548.87164829497,1045.0929148482319,1030.0050652361845,2088.2786550400588,1.8013173914698344,0.8005409568162136,84.9415,13.800489503247947,60.00809131130393
1.18,1,0,0,49.78484462163011,24.723166593795217,24.457078735180325,491325.42643936904,493432.84342889715,1034.34252812664,1023.2102167643648,2082.847351004481,2.0131735701652755,0.791072799902047,84.941,13.801201635352971,59.99463421306963
